scheme_name,scheme_url
Medical Assistance for the Construction Worker,https://www.myscheme.gov.in/schemes/maftcwsbw
Medical Assistance for the Construction Workers,https://www.myscheme.gov.in/schemes/maftcw
Medical Assistance for the Treatment of Critical Illness,https://www.myscheme.gov.in/schemes/matci
Medical Assistance Scheme (PBAOCWWB),https://www.myscheme.gov.in/schemes/mas-pbaocwwb
Medical Assistance to Beneficiaries (HPBOCWWB),https://www.myscheme.gov.in/schemes/matbhpbocwwb
Medical Check-Up facility (UKBOCWWB),https://www.myscheme.gov.in/schemes/mcuf
Medical Expenses for Treatment of Major Ailments (O.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/metfmaiso
Medical Expenses for Treatment of Major Ailments of a Beneficiary,https://www.myscheme.gov.in/schemes/metmab
Medical Expenses-Treatment for Major Ailments Including Surgery,https://www.myscheme.gov.in/schemes/metfmaiswb
Medical Termination of Pregnancy Scheme (PULWS),https://www.myscheme.gov.in/schemes/mtp-pulws
Mentally Retarded Children Benefit Scheme (HPBOCWWB),https://www.myscheme.gov.in/schemes/mrcbshpbocwwb
Mentally Retarded Children Benefit Scheme (P.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/mrcbspbocwwb
Minimata Mahtari Jatan Yojana,https://www.myscheme.gov.in/schemes/bpsy
Miscarriage Benefit,https://www.myscheme.gov.in/schemes/mbbwwb
Mobile Lab Scheme (P.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/mlsp
Motor Vehicle Driver-Conductor Welfare Scheme- Medical Assistance,https://www.myscheme.gov.in/schemes/mvdcws-mda
Motor Vehicle Driver-Conductor Welfare Scheme- Pradhanmantri Suraksha Bima Yojana,https://www.myscheme.gov.in/schemes/mvdcws-pmsby
Mukhmantri Sehat Bima Yojana,https://www.myscheme.gov.in/schemes/mmsby
Mukhya Mantri Himachal Health Care Scheme-HIMCARE,https://www.myscheme.gov.in/schemes/himcare
Mukhya Mantri Sahara Yojana,https://www.myscheme.gov.in/schemes/mmsy
Mukhyamantri Aanchal Amrit Yojana,https://www.myscheme.gov.in/schemes/maayu
Mukhyamantri Abua Swasthya Suraksha Yojana,https://www.myscheme.gov.in/schemes/massy
Mukhyamantri Amrutum Yojana,https://www.myscheme.gov.in/schemes/ma
Mukhyamantri Anusuchit Janjati Gram Vikas Yojana,https://www.myscheme.gov.in/schemes/majgvy
Mukhyamantri Ayushman Aarogya Yojana,https://www.myscheme.gov.in/schemes/maayr
Mukhyamantri Bal Hridaya Upchar Yojana,https://www.myscheme.gov.in/schemes/mbhuy
Mukhyamantri Bal Poshan Yojana,https://www.myscheme.gov.in/schemes/mbpyu
Mukhyamantri Chiranjeevi Swasthya Beema Yojana,https://www.myscheme.gov.in/schemes/mcsby
Mukhyamantri Kishori Swasthya Yojna,https://www.myscheme.gov.in/schemes/mksybs
Mukhyamantri Mahalakshmi Kit Yojana,https://www.myscheme.gov.in/schemes/mmkyu
Mukhyamantri Mahila Poshan Yojana,https://www.myscheme.gov.in/schemes/mmpyu
Mukhyamantri Matrupushti Uphar,https://www.myscheme.gov.in/schemes/mmus
Mukhyamantri Matrushakti Yojana,https://www.myscheme.gov.in/schemes/mmyg
Mukhyamantri Nidan Yojana,https://www.myscheme.gov.in/schemes/mny-g
Mukhyamantri Nirmaan Shramik Dirghayu Sahayata Yojana,https://www.myscheme.gov.in/schemes/mnsdsy
Mukhyamantri Sampoorna Pushti Yojana: Adolescent Girls Nutrition,https://www.myscheme.gov.in/schemes/samproonapushtiagn
Mukhyamantri Sampoorna Pushti Yojana: Maternal Nutrition,https://www.myscheme.gov.in/schemes/maternalnutritionuk
Mukhyamantri Sampoorna Pushti Yojana: Nutrition for Severely Underweight and Moderately Acute Malnourished Children (3 years - 6 years),https://www.myscheme.gov.in/schemes/mspynsuwmamc3y6y
Mukhyamantri Sampoorna Pushti Yojana: Nutrition for Severely Underweight and Moderately Acute Malnourished Children (6 months - 3 years),https://www.myscheme.gov.in/schemes/nutritionsuwandmamod
Mukhyamantri Sampoorna Pushti Yojana: Purna Aahaara for Children (6 months - 5 years),https://www.myscheme.gov.in/schemes/purnaaaharaod
Mukhyamantri Swasthya Sahayata Yojana Jharkhand,https://www.myscheme.gov.in/schemes/mmssyj
NAMO Shree Scheme,https://www.myscheme.gov.in/schemes/nss-g
"National Action for Mechanised Sanitation Ecosystem (NAMASTE) - ""Emergency Response Sanitation Unit (ERSU) Formation and Functionalisation""",https://www.myscheme.gov.in/schemes/namaste-ersufaf
National AIDS Control Programme - Uttarakhand,https://www.myscheme.gov.in/schemes/naidscp
National Livestock Mission: Establishment of State Semen Bank,https://www.myscheme.gov.in/schemes/essb
National Youth Award,https://www.myscheme.gov.in/schemes/nya
Nikshay Poshan Yojana,https://www.myscheme.gov.in/schemes/nikshay
Niramaya Health Insurance Scheme,https://www.myscheme.gov.in/schemes/nhis
Niramaya Scheme,https://www.myscheme.gov.in/schemes/ns
Nirmaan Kamgar Mrtyu Va Divyangta Sahayta Yojana,https://www.myscheme.gov.in/schemes/nkmds
Nirmaan Shramik Mrtyu Evan Divyaang Sahaayata Yojana,https://www.myscheme.gov.in/schemes/nsmedsy
Nirman Shramik Jeevan va Bhavishya Suraksha Yojana,https://www.myscheme.gov.in/schemes/nsjbsy
Nishulk Swasthya Jaanch Yojana - Uttarakhand,https://www.myscheme.gov.in/schemes/nsjy
Odisha State Treatment Fund,https://www.myscheme.gov.in/schemes/ostf
Old Age Homes - Tamil Nadu,https://www.myscheme.gov.in/schemes/oahtn
Pada Pushti Karyakram,https://www.myscheme.gov.in/schemes/ppk
Payment of Death Benefit ( HPBOCWWB),https://www.myscheme.gov.in/schemes/podbhpbocwwb
Pension Scheme for Cancer Patients,https://www.myscheme.gov.in/schemes/pscp
Pension Scheme for Grade II Deformed Leprosy Patients,https://www.myscheme.gov.in/schemes/psfgdlp
